Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
356,Dalen Terry,SG,CHI,Knee,1,31/4-1/6,"$55,023"
357,Thanasis Antetokounmpo,SF,MIL,Personal,2,53/19-3/23,"$53,985"
358,Isaiah Joe,SG,OKC,"Knee, Illness",2,"511/18-11/20, 1/13-1/14","$52,760"
359,Nick Richards,C,CHA,Ankle,3,512/26-12/30,"$51,225"
360,Luke Kornet,C,BOS,"Personal, Ankle",2,"411/7-11/8, 2/6-2/7","$49,040"
361,Joshua Primo,SG,SAS,Undisclosed,1,210/26-10/27,"$47,636"
362,Ayo Dosunmu,PG,CHI,"Back, Groin",2,"510/29-10/31, 12/14-12/15","$44,930"
363,Isaiah Jackson,PF,IND,"Ankle, Knee",2,"311/23-11/24, 12/9-12/9","$44,376"
364,Facundo Campazzo,PG,DAL,Illness,1,410/19-10/22,"$42,208"
365,Max Strus,SG,MIA,Shoulder,2,411/23-11/26,"$41,740"
366,Kennedy Chandler,PG,MEM,"Nose, Face, Illness",3,"612/25-12/26, 12/29-12/30, 3/7-3/8","$41,382"
367,Max Christie,SG,LAL,Health Protocols,3,711/18-11/24,"$40,943"
368,Meyers Leonard,C,MIL,Calf,9,173/19-4/4,"$40,052"
369,Damian Jones,C,LAL,Toe,2,31/6-1/8,"$39,627"
370,Admiral Schofield,SF,ORL,"Concussion, Ankle",2,"53/7-3/9, 4/4-4/5","$37,478"
371,Jock Landale,C,PHX,Concussion,2,412/19-12/22,"$35,944"
372,Joe Wieskamp,SF,TOR,Hamstring,4,103/22-3/31,"$31,380"
373,Franz Wagner,SF,ORL,Ankle,1,14/6-4/6,"$30,220"
374,Daishen Nix,PG,HOU,Back,2,310/19-10/21,"$26,958"
375,Greg Brown III,PF,POR,Illness,1,312/30-1/1,"$26,958"
376,Immanuel Quickley,PG,NYK,Knee,1,21/22-1/23,"$26,624"
377,Kemba Walker,PG,DAL,Knee,1,212/25-12/26,"$25,338"
378,Terance Mann,SG,LAC,Concussion,1,212/8-12/9,"$22,192"
379,Chimezie Metu,C,SAC,Ankle,1,21/23-1/24,"$21,964"
380,Davon Reed,SG,DEN,Personal,1,210/28-10/29,"$21,864"
381,Oshae Brissett,SF,IND,Hamstring,1,21/11-1/12,"$21,226"
382,DaQuan Jeffries,SG,NYK,Calf,6,123/29-4/9,"$20,688"
383,Bismack Biyombo,C,PHX,Knee,1,14/9-4/9,"$16,700"
384,Willy Hernangomez,C,NOP,Hamstring,1,11/6-1/6,"$14,044"
385,Jevon Carter,PG,MIL,Knee,1,14/4-4/4,"$12,069"
386,Jaden Hardy,SG,DAL,Back,1,212/23-12/24,"$11,698"
387,Eugene Omoruyi,SF,OKC,"Back, Ankle",3,"341/15-2/14, 4/7-4/9","$4,647"
388,Duane Washington Jr.,PG,PHX,"Personal, Hip",16,"3211/7-11/9, 12/5-12/19, 3/27-4/9",$0
389,Trent Forrest,PG,ATL,Concussion,3,712/2-12/8,$0
390,McKinley Wright IV,PG,DAL,Foot,3,71/18-1/24,$0
391,Matt Ryan,SF,MIN,Illness,3,63/26-3/31,$0
392,Sandro Mamukelashvili,C,MIL,Concussion,3,511/2-11/6,$0
393,Ty Jerome,SG,GSW,"Hip, Illness",2,"63/5-3/7, 4/7-4/9",$0
394,David Duke Jr.,SG,BKN,Illness,2,511/28-12/2,$0
395,Jarrett Culver,SG,ATL,"Hip, Illness",2,"411/25-11/27, 12/27-12/27",$0
396,Mamadi Diakite,PF,CLE,Undisclosed,1,31/2-1/4,$0
397,Mfiondu Kabengele,PF,BOS,Personal,1,12/15-2/15,$0
