PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
Theo Pinson,DAL,19,14,5,7.8,2973.3,0.56,0.3,0.26,4,4.16,3.83
Thomas Bryant,WAS,27,8,19,16.3,6015.7,1.14,0.61,0.53,3.96,4.16,3.73
Tim Frazier,CLE,12,1,11,17.3,6879.8,1.3,0.7,0.61,4.18,4.38,3.97
Tim Hardaway Jr.,DAL,42,24,18,29.6,11143,2.11,1.15,0.96,3.99,4.26,3.72
Timothe Luwawu-Cabarrot,ATL,52,30,22,13.2,5453.3,1.03,0.55,0.48,4.39,4.65,4.13
Tobias Harris,PHI,73,45,28,34.8,12966.3,2.46,1.32,1.14,3.99,4.21,3.76
Tomas Satoransky,WAS,55,21,34,16.5,6946.7,1.32,0.71,0.61,4.49,4.84,4.13
Tony Bradley,CHI,55,28,27,10,3944.2,0.75,0.39,0.36,4.18,4.43,3.94
Tony Snell,NOP,53,19,34,15.5,5965.5,1.13,0.61,0.52,4.08,4.37,3.76
Torrey Craig,PHX,78,36,42,20.5,8424.6,1.6,0.84,0.75,4.41,4.65,4.16
Trae Young,ATL,76,40,36,34.9,12837.1,2.43,1.37,1.06,3.96,4.47,3.46
Trayvon Palmer,DET,1,0,1,16.8,7289,1.38,0.69,0.69,4.6,5.27,4.1
Tre Jones,SAS,69,32,37,16.6,7126.2,1.35,0.72,0.63,4.54,4.95,4.16
Tre Mann,OKC,60,17,43,22.8,8957.7,1.7,0.92,0.78,4.3,4.64,3.95
Tremont Waters,WAS,3,0,3,16.8,6472.7,1.23,0.65,0.57,4.11,4.95,3.43
Trendon Watford,POR,48,16,32,18.1,7102.6,1.35,0.72,0.62,4.14,4.51,3.77
Trent Forrest,UTA,60,36,24,12.8,5146,0.97,0.51,0.46,4.32,4.43,4.21
Trevelin Queen,HOU,10,1,9,7.4,2885.4,0.55,0.28,0.27,4.24,4.56,3.96
Trevon Scott,CLE,2,1,1,5.7,2264,0.43,0.25,0.18,4.31,4.23,4.42
Trevor Ariza,LAL,24,8,16,19.3,7221.4,1.37,0.71,0.66,4,4.1,3.91
Trey Burke,DAL,42,24,18,10.5,4214.8,0.8,0.43,0.37,4.24,4.41,4.06
Trey Lyles,SAC,74,19,55,20.4,7921.6,1.5,0.81,0.69,4.13,4.49,3.77
Trey Murphy III,NOP,62,31,31,13.9,5622.1,1.06,0.55,0.51,4.25,4.35,4.16
Tristan Thompson,CHI,56,19,37,15.8,6077.2,1.15,0.6,0.55,4.14,4.26,4.01
Troy Brown Jr.,CHI,66,37,29,16,6620.3,1.25,0.66,0.59,4.47,4.66,4.25
Ty Jerome,OKC,48,15,33,16.7,6540.1,1.24,0.7,0.54,4.17,4.71,3.63
Tyler Cook,CHI,20,13,7,10,4021.7,0.76,0.41,0.35,4.27,4.44,4.09
Tyler Hall,NYK,1,1,0,1.9,851,0.16,0.09,0.07,5.27,5.08,5.49
Tyler Herro,MIA,66,44,22,32.6,13382,2.53,1.4,1.13,4.35,4.77,3.92
Tyler Johnson,SAS,6,2,4,15.2,6306.5,1.19,0.66,0.53,4.39,4.74,4.02
Tyrell Terry,MEM,2,2,0,1.5,563,0.11,0.06,0.05,3.53,3.42,3.65
Tyrese Haliburton,IND,76,25,51,35,14359.3,2.72,1.49,1.23,4.37,4.86,3.89
Tyrese Maxey,PHI,75,45,30,35.3,14512.6,2.75,1.51,1.24,4.4,4.73,4.06
Tyrone Wallace,NOP,6,4,2,12.5,4908.2,0.93,0.5,0.43,4.2,4.4,4.01
Tyus Jones,MEM,72,50,22,21.2,8499.8,1.61,0.87,0.74,4.28,4.62,3.94
Udoka Azubuike,UTA,17,11,6,11.5,4224.6,0.8,0.42,0.38,3.94,4.01,3.87
Udonis Haslem,MIA,13,10,3,6.4,2324.8,0.44,0.25,0.19,3.79,4.12,3.44
Usman Garuba,HOU,24,2,22,10,3917.8,0.74,0.38,0.36,4.14,4.39,3.9
Vernon Carey Jr.,WAS,7,3,4,6.3,2603.1,0.49,0.26,0.24,4.32,4.4,3.99
Victor Oladipo,MIA,8,4,4,21.6,8411.8,1.59,0.85,0.74,4.12,4.66,3.64
Vlatko Čančar,DEN,15,7,8,11.8,4591.3,0.87,0.47,0.4,4.08,4.38,3.78
Vít Krejčí,OKC,30,8,22,23,8864,1.68,0.93,0.75,4.23,4.61,3.84
Wayne Ellington,LAL,43,15,28,18.8,7517.2,1.42,0.76,0.67,4.23,4.48,3.97
Wayne Selden,NYK,3,2,1,6.4,2655.3,0.5,0.25,0.26,4.29,4.15,4.41
Wendell Carter Jr.,ORL,62,16,46,29.9,10911.1,2.07,1.1,0.97,3.91,4.21,3.62
Wenyen Gabriel,LAL,25,8,17,14.3,5701.9,1.08,0.57,0.51,4.24,4.6,3.91
Wes Iwundu,ATL,3,2,1,27.4,11079.3,2.1,1.11,0.99,4.28,4.5,4.07
Wesley Matthews,MIL,49,33,16,20.4,8200.5,1.55,0.8,0.76,4.23,4.67,3.84
Will Barton,DEN,71,41,30,32.1,12185.3,2.31,1.24,1.07,4.11,4.35,3.86
Willie Cauley-Stein,PHI,20,12,8,9.1,3680.3,0.7,0.37,0.32,4.29,4.55,4.08
Willy Hernangomez,NOP,50,22,28,16.8,6688,1.27,0.67,0.59,4.22,4.5,3.94
Xavier Moon,LAC,10,7,3,13.7,5681.2,1.08,0.58,0.5,4.34,4.8,3.91
Xavier Sneed,UTA,9,7,2,4.3,1650.4,0.31,0.17,0.15,3.96,4.22,3.69
Xavier Tillman,MEM,53,35,18,13.2,5325.3,1.01,0.53,0.48,4.26,4.46,4.05
Yuta Watanabe,TOR,38,21,17,11.7,5009.7,0.95,0.51,0.44,4.54,4.94,4.14
Yves Pons,MEM,12,9,3,5.9,2434.3,0.46,0.24,0.22,4.25,4.38,4.11
Zach Collins,SAS,28,14,14,17.9,6935.1,1.31,0.7,0.61,4.11,4.43,3.8
Zach LaVine,CHI,67,37,30,34.8,13467.4,2.55,1.38,1.17,4.21,4.61,3.82
Zavier Simpson,OKC,4,1,3,43.5,16604,3.14,1.75,1.39,4.1,4.41,3.77
Zeke Nnaji,DEN,41,24,17,17,6938.3,1.31,0.71,0.61,4.3,4.52,4.07
Ziaire Williams,MEM,61,40,21,21.7,8287.1,1.57,0.82,0.75,4.15,4.28,4.01
Zylan Cheatham,UTA,1,0,1,5.2,2207,0.42,0.19,0.23,4.34,5.34,3.66
