Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
341,Daniel Gafford,C,WAS,"Quad, Thumb, Health Protocols, Neck",9,"1810/28-10/31, 11/18-11/19, 2/7-2/16, 3/25-3/26","$184,410"
342,Bruno Fernando,C,BOS,"Back, Health Protocols",6,"1812/8-12/17, 12/25-1/1","$184,410"
343,Enes Freedom,C,BOS,Health Protocols,5,1212/25-1/5,"$182,184"
344,Wesley Matthews,SG,MIL,"Health Protocols, Knee, Toe, Hamstring",8,"1612/12-12/21, 1/26-1/27, 2/15-2/16, 3/6-3/7","$180,096"
345,Rodney McGruder,SG,DET,"Health Protocols, Hamstring, Hip",7,"1612/23-1/3, 3/12-3/14, 4/6-4/7","$178,336"
346,John Konchar,SG,MEM,"Health Protocols, Ankle",7,"1412/29-1/8, 2/28-3/2","$177,016"
347,Franz Wagner,SF,ORL,Ankle,3,"64/3-4/4, 4/7-4/10","$172,686"
348,Gabriel Deck,F,OKC,Heel,3,811/2-11/9,"$169,048"
349,Nickeil Alexander-Walker,SG,NOP,Health Protocols,3,912/23-12/31,"$168,696"
350,Torrey Craig,SF,IND,"Illness, Groin, Health Protocols",3,"612/15-12/15, 1/5-1/7, 1/8-1/9","$168,210"
351,Robert Woodard II,SG,SAC,"Ankle, Illness, Health Protocols",6,"1912/1-12/8, 1/2-1/4, 1/12-1/19","$165,756"
352,Gabe Vincent,PG,MIA,"Health Protocols, Toe",9,"1712/31-1/7, 3/21-3/27, 4/3-4/4","$163,081"
353,Austin Reaves,SG,LAL,"Hamstring, Health Protocols",16,"3011/10-11/27, 12/17-12/28","$159,540"
354,Rodney Hood,SF,MIL,"Foot, Hamstring, Achilles, Ankle",5,"1210/19-10/23, 11/19-11/19, 12/18-12/21, 1/28-1/29","$154,452"
355,Max Strus,SG,MIA,"Knee, Health Protocols, Quad",9,"1611/2-11/10, 12/31-1/4, 2/5-2/6","$153,488"
356,Desmond Bane,SG,MEM,"Quad, Health Protocols, Ankle",5,"131/6-1/7, 1/19-1/25, 4/1-4/4","$151,905"
357,Grant Williams,PF,BOS,Health Protocols,5,1012/17-12/26,"$150,450"
358,Trey Murphy III,SF,NOP,Health Protocols,4,81/24-1/31,"$140,400"
359,Jock Landale,C,SAS,"Health Protocols, Back, Concussion, Foot",11,"2611/10-11/23, 1/10-1/11, 2/3-2/8, 4/5-4/8","$138,268"
360,Kent Bazemore,SG,LAL,Health Protocols,5,1012/19-12/28,"$138,020"
361,Keldon Johnson,SG,SAS,"Ankle, Health Protocols, Back, Rest, Knee",7,"1112/9-12/10, 1/7-1/11, 2/26-2/27, 3/12-3/12, 4/9-4/9","$135,652"
362,Timothe Luwawu-Cabarrot,SG,ATL,Health Protocols,6,1212/22-1/2,"$133,752"
363,Raul Neto,PG,WAS,"Shoulder, Health Protocols",6,"1110/27-10/27, 12/26-1/4","$132,088"
364,Isaiah Joe,SG,PHI,"Health Protocols, Back",7,"1511/4-11/15, 1/7-1/9","$130,860"
365,Jabari Parker,PF,BOS,"Illness, Health Protocols",5,"1012/8-12/9, 12/17-12/24","$128,710"
366,Vit Krejci,PG,OKC,Ankle,11,241/17-2/9,"$127,632"
367,Tony Bradley,C,CHI,Health Protocols,6,1212/26-1/6,"$123,396"
368,Malik Monk,SG,LAL,"Health Protocols, Groin",6,"1212/15-12/24, 1/28-1/29","$123,396"
369,Ed Davis,C,CLE,Health Protocols,3,812/22-12/29,"$121,456"
370,Chris Boucher,PF,TOR,Back,1,311/15-11/17,"$121,035"
371,Trey Lyles,PF,DET,Health Protocols,3,812/26-1/2,"$114,944"
372,Miye Oni,SG,UTA,"Illness, Ankle",5,"1110/26-10/30, 12/20-12/25","$112,695"
373,Brandon Boston Jr,SG,LAC,"Health Protocols, Illness",9,"2112/29-1/5, 3/25-4/6","$111,678"
374,Jared Butler,PG,UTA,"Knee, Health Protocols, Ankle",9,"2112/15-12/18, 1/10-1/19, 2/25-3/3","$111,678"
375,Alec Burks,SG,NYK,Personal,1,212/12-12/13,"$109,610"
376,Willy Hernangomez,C,NOP,Health Protocols,4,82/4-2/11,"$107,000"
377,Jordan McLaughlin,PG,MIN,"Health Protocols, Groin",4,"91/16-1/22, 3/14-3/15","$103,446"
378,Armoni Brooks,SG,HOU,"Ankle, Health Protocols",6,"1212/18-12/19, 1/3-1/6, 1/9-1/14","$102,696"
379,Naz Reid,C,MIN,"Foot, Health Protocols, Back",5,"1011/15-11/16, 11/18-11/19, 12/27-12/27, 3/14-3/18","$102,450"
380,Josh Green,SG,DAL,Health Protocols,3,612/19-12/24,"$101,982"
381,Kai Jones,PF,CHA,Health Protocols,2,61/12-1/17,"$95,538"
382,Saben Lee,PG,DET,Health Protocols,4,1112/23-1/2,"$94,138"
383,Chimezie Metu,C,SAC,"Health Protocols, Ankle",5,"91/4-1/8, 1/25-1/28","$91,179"
384,C.J. Miles,SF,BOS,Health Protocols,3,612/25-12/30,"$91,092"
385,Joshua Primo,SG,SAS,"Wrist, Illness",3,"42/25-2/25, 3/9-3/11","$90,732"
386,Luka Garza,C,DET,"Health Protocols, Ankle",8,"171/19-1/25, 3/31-4/9","$90,406"
387,Ayo Dosunmu,PG,CHI,"Health Protocols, Concussion",4,"1712/11-12/25, 2/9-2/10","$90,406"
388,Aleksej Pokusevski,PF,OKC,"Health Protocols, Illness",3,"512/28-12/30, 4/1-4/2","$89,460"
389,Facundo Campazzo,PG,DEN,Illness,2,53/26-3/30,"$89,080"
390,Immanuel Quickley,PG,NYK,Health Protocols,3,712/18-12/24,"$88,935"
391,Tremont Waters,PG,WAS,Health Protocols,4,91/3-1/11,"$86,337"
392,Payton Pritchard,PG,BOS,Health Protocols,4,71/5-1/11,"$85,988"
393,Garrison Mathews,SG,HOU,Health Protocols,4,712/27-1/2,"$80,458"
394,Damian Jones,C,SAC,Health Protocols,4,71/9-1/15,"$79,534"
395,Brad Wanamaker,PG,WAS,Health Protocols,4,81/1-1/8,"$79,504"
396,Alize Johnson,PF,CHI,Health Protocols,2,812/19-12/26,"$79,504"
397,Naji Marshall,SF,NOP,Health Protocols,3,912/23-12/31,"$78,516"
398,Oshae Brissett,SF,IND,"Ankle, Back",4,"81/31-2/3, 3/28-3/31","$78,232"
399,Herb Jones,SF,NOP,"Concussion, Leg",4,"811/3-11/9, 4/10-4/10","$78,160"
400,Miles McBride,PG,NYK,"Rest, Health Protocols, Knee",7,"1412/4-12/4, 12/18-12/28, 4/2-4/2, 4/10-4/10","$74,452"
401,Eric Paschall,PF,UTA,Personal,4,712/29-1/4,"$71,715"
402,Jaylen Nowell,SG,MIN,"Back, Ankle",3,"712/6-12/9, 1/13-1/15","$71,715"
403,Cameron Thomas,SG,BKN,"Health Protocols, Back",3,"612/25-12/29, 3/15-3/15","$70,218"
404,Kenyon Martin Jr.,SF,HOU,Health Protocols,4,"812/27-12/30, 12/27-12/30","$69,792"
405,Jae’Sean Tate,SF,HOU,"Health Protocols, Ankle",4,"812/27-12/30, 3/9-3/12","$69,792"
406,Thanasis Antetokounmpo,SF,MIL,"Calf, Health Protocols",4,"712/17-12/17, 1/1-1/6","$69,566"
407,Wayne Selden,SG,NYK,Health Protocols,3,712/29-1/4,"$69,566"
408,Isaac Bonga,SF,TOR,Health Protocols,3,712/26-1/1,"$69,566"
409,Justin Holiday,SG,SAC,Illness,1,23/14-3/15,"$69,040"
410,Dorian Finney-Smith,PF,DAL,"Illness, Arm",2,"312/25-12/26, 3/12-3/12","$68,967"
411,Langston Galloway,SG,MIL,Health Protocols,2,51/13-1/17,"$64,355"
412,Tyler Johnson,SG,PHI,Health Protocols,1,512/30-1/3,"$64,355"
413,CJ Elleby,SF,POR,"Ankle, Hamstring",4,"71/17-1/18, 1/28-2/1","$61,068"
414,Paul Reed,C,PHI,Health Protocols,3,71/5-1/11,"$61,068"
415,Omer Yurtseven,C,MIA,"Health Protocols, Illness",4,"71/31-2/4, 4/8-4/9","$59,906"
416,Lance Stephenson,SG,IND,Ankle,6,"112/27-3/1, 3/6-3/14","$58,465"
417,Kevin Pangos,PG,CLE,Personal,3,610/29-11/3,"$57,558"
418,Ben McLemore,SF,POR,Health Protocols,2,412/27-12/30,"$54,936"
419,Jalen Brunson,PG,DAL,Foot,3,"511/27-11/28, 3/7-3/8, 3/12-3/12","$51,785"
420,Norvel Pelle,PF,UTA,Illness,1,51/12-1/16,"$47,965"
421,Marko Simonovic,C,CHI,Health Protocols,4,912/29-1/6,"$47,862"
422,Devontae Cacok,C,SAS,"Health Protocols, Undisclosed, Heel",18,"3712/31-1/6, 2/28-3/7, 3/11-4/2","$46,090"
423,Ersan Ilyasova,PF,CHI,Health Protocols,2,312/29-12/31,"$45,546"
424,Nick Richards,C,CHA,Foot,3,52/25-3/1,"$43,620"
425,Alfonzo McKinnie,SF,CHI,Health Protocols,5,812/26-1/2,"$42,544"
426,Greg Brown III,PF,POR,"Ankle, Illness, Eye",4,"811/14-11/17, 3/5-3/6, 3/28-3/29","$42,544"
427,Brandon Knight,PG,DAL,Health Protocols,2,312/29-12/31,"$41,406"
428,Wesley Iwundu,SF,ATL,Health Protocols,2,412/25-12/28,"$41,132"
429,Drew Eubanks,C,SAS,"Illness, Wrist",3,"41/12-1/14, 4/10-4/10","$40,331"
430,Caleb Martin,SF,MIA,"Health Protocols, Achilles, Knee, Calf",18,"4412/11-12/25, 2/3-2/4, 2/10-2/24, 3/11-3/17, 3/28-3/29, 3/30-4/2","$36,384"
431,Aaron Wiggins,SG,OKC,"Ankle, Illness",9,"142/4-2/11, 3/2-3/5, 3/13-3/15","$34,482"
432,Patty Mills,PG,BKN,Rest,1,11/13-1/13,"$33,851"
433,Justin Anderson,SG,IND,Health Protocols,2,31/8-1/10,"$33,438"
434,Kris Dunn,PG,POR,Ankle,2,34/8-4/10,"$33,438"
435,Justin Jackson,SF,BOS,Health Protocols,2,312/25-12/27,"$30,849"
436,Trendon Watford,PF,POR,"Health Protocols, Knee",10,"1912/27-1/2, 3/30-4/10","$30,108"
437,Sviatoslav Mykhailiuk,SG,TOR,Health Protocols,2,31/4-1/6,"$29,814"
438,Juan Toscano-Anderson,SF,GSW,Ankle,1,31/6-1/8,"$29,337"
439,DeMarcus Cousins,C,MIL,"Personal, Foot",5,"912/15-12/16, 1/30-2/5","$29,147"
440,Isaiah Todd,PF,WAS,Toe,1,312/1-12/3,"$25,863"
441,Elfrid Payton,PG,PHX,Health Protocols,1,212/29-12/30,"$25,742"
442,Terance Mann,SG,LAC,Ankle,1,211/16-11/17,"$20,490"
443,Nik Stauskas,SG,BOS,Ankle,4,84/3-4/10,"$19,472"
444,Chris Silva,F,MIA,Health Protocols,1,22/1-2/2,"$19,186"
445,Jordan Nwora,SF,MIL,Health Protocols,1,21/3-1/4,"$17,448"
446,Blake Griffin,C,BKN,Rest,1,110/24-10/24,"$15,182"
447,Ryan Arcidiacono,PG,NYK,Ankle,9,"191/6-1/15, 1/20-1/28","$11,229"
448,Joe Wieskamp,SF,SAS,Illness,1,23/12-3/13,"$10,636"
449,Stanley Johnson,SF,CHI,Health Protocols,1,1412/11-12/24,"$9,492"
450,Luca Vildoza,PG,MIL,Foot,1,14/10-4/10,"$8,558"
451,Zylan Cheatham,SF,MIA,Health Protocols,1,112/31-12/31,"$8,557"
452,Isaiah Thomas,PG,DAL,Health Protocols,2,"512/31-1/2, 1/5-1/6","$3,965"
453,DJ Wilson,PF,TOR,Knee,3,63/1-3/6,"$3,546"
454,DeJon Jarreau,SG,HOU,Health Protocols,4,712/31-1/6,"$2,142"
455,Jay Scrubb,SG,LAC,"Health Protocols, Toe",34,"7412/26-1/2, 2/3-4/10",$0
456,Daulton Hommes,G,NOP,Leg,28,6210/22-12/22,$0
457,Grant Riller,PG,PHI,"Knee, Shoulder",26,"5310/20-11/22, 12/1-12/19",$0
458,Yves Pons,G,MEM,"Ankle, Health Protocols, Thigh",24,"5411/8-11/11, 12/26-12/29, 1/4-1/21, 2/8-3/7",$0
459,Chris Smith,SF,DET,"Knee, Health Protocols",22,"9510/20-12/28, 1/14-1/16, 3/12-4/3",$0
460,Theo Pinson,SG,DAL,Finger,22,492/15-4/5,$0
461,McKinley Wright IV,PG,MIN,"Health Protocols, Elbow",20,"4512/23-1/1, 2/6-3/12",$0
462,Markus Howard,PG,DEN,"Knee, Illness",13,"3112/17-1/1, 1/3-1/12, 1/23-1/27",$0
463,Brodric Thomas,G,BOS,"Shoulder, Health Protocols, Back",13,"2711/10-11/16, 12/18-12/27, 1/2-1/11",$0
464,Trent Forrest,PG,UTA,"Concussion, Illness, Ankle, Wrist",13,"2510/20-10/21, 12/5-12/7, 1/30-2/1, 3/12-3/20, 3/31-4/5, 4/8-4/10",$0
465,David Duke Jr.,SG,BKN,"Hip Flexor, Health Protocols, Ankle",12,"2811/28-12/3, 12/25-12/30, 3/13-3/29",$0
466,David Johnson,PG,TOR,"Illness, Calf, Health Protocols",11,"3212/10-12/25, 12/28-1/5, 1/23-1/29",$0
467,Cassius Winston,PG,WAS,"Hamstring, Health Protocols",11,"2410/20-11/9, 1/1-1/3",$0
468,Malik Fitts,PF,UTA,"Shoulder, Wrist",9,"6012/17-12/28, 1/8-2/24",$0
469,Marcus Garrett,PG,MIA,"Wrist, Health Protocols",7,"5011/23-12/30, 12/31-1/11",$0
470,Jericho Sims,C,NYK,Health Protocols,7,3312/2-1/3,$0
471,Jaquori McLaughlin,PG,DAL,Health Protocols,7,1912/23-1/10,$0
472,Jamorko Pickett,SF,DET,Toe,7,142/1-2/14,$0
473,Tyler Cook,PF,CHI,Ankle,7,131/7-1/19,$0
474,Sharife Cooper,PG,ATL,Health Protocols,5,1212/23-1/3,$0
475,Ignas Brazdeikis,SF,ORL,Health Protocols,5,1112/17-12/27,$0
476,Mychal Mulder,G,ORL,Health Protocols,5,1112/22-1/1,$0
477,Sam Hauser,SF,BOS,Health Protocols,5,1012/17-12/26,$0
478,Scottie Lewis,SG,CHA,Health Protocols,4,1012/27-1/5,$0
479,Neemias Queta,C,SAC,Health Protocols,4,1012/22-12/31,$0
480,Eugene Omoruyi,SF,DAL,Foot,4,812/19-12/26,$0
481,Louis King,SF,SAC,Health Protocols,4,812/18-12/25,$0
482,Skylar Mays,SG,ATL,Illness,4,"73/22-3/25, 3/28-3/30",$0
483,Tyrell Terry,PG,MEM,Foot,4,64/5-4/10,$0
484,Kessler Edwards,SF,BKN,Health Protocols,3,812/25-1/1,$0
485,Keljin Blevins,G,POR,Health Protocols,3,812/27-1/3,$0
486,Sekou Doumbouya,SF,LAL,Health Protocols,3,61/21-1/26,$0
487,Jose Alvarado,PG,NOP,Health Protocols,2,612/26-12/31,$0
488,Myles Powell,SG,PHI,Health Protocols,2,612/30-1/4,$0
489,Sandro Mamukelashvili,C,MIL,Illness,2,512/21-12/25,$0
490,Justin Champagnie,SF,TOR,Health Protocols,2,512/26-12/30,$0
491,R.J. Nembhard,PG,CLE,Health Protocols,2,412/22-12/25,$0
492,Duane Washington Jr.,PG,IND,Hip,2,43/26-3/29,$0
493,Admiral Schofield,SF,ORL,Knee,2,44/3-4/6,$0
494,Chandler Hutchison,SF,PHX,"Illness, Knee",2,"311/17-11/18, 1/4-1/4",$0
495,B.J. Johnson,SF,ORL,Health Protocols,1,71/2-12/27,$0
496,Aaron Henry,SF,PHI,Illness,1,412/30-1/2,$0
497,Cameron Oliver,PF,ATL,Health Protocols,1,31/7-1/9,$0
498,Chris Clemons,PG,ATL,Health Protocols,1,31/7-1/9,$0
499,Petr Cornelie,PF,DEN,Health Protocols,1,31/7-1/9,$0
500,Terry Taylor,SF,IND,Illness,1,22/11-2/12,$0
501,Nate Hinton,SG,IND,Health Protocols,1,14/10-4/10,$0
